from,to,type,confidence,reason,step
"Folder:app/Providers","File:app/Providers/BroadcastServiceProvider.php","CONTAINS",1,"",0
"Folder:app/Providers","File:app/Providers/AuthServiceProvider.php","CONTAINS",1,"",0
"Folder:app/Providers","File:app/Providers/AppServiceProvider.php","CONTAINS",1,"",0
"Folder:app","Folder:app/Models","CONTAINS",1,"",0
"Folder:app/Models","File:app/Models/User.php","CONTAINS",1,"",0
"Folder:app/Models","File:app/Models/ProjetoResposta.php","CONTAINS",1,"",0
"Folder:app/Models","File:app/Models/Projeto.php","CONTAINS",1,"",0
"Folder:app/Models","File:app/Models/Empresa.php","CONTAINS",1,"",0
"Folder:app/Models","File:app/Models/EditalSecao.php","CONTAINS",1,"",0
"Folder:app/Models","File:app/Models/EditalPergunta.php","CONTAINS",1,"",0
"Folder:app/Models","File:app/Models/Edital.php","CONTAINS",1,"",0
"Folder:app/Models","File:app/Models/DocumentoGerado.php","CONTAINS",1,"",0
"Folder:app","Folder:app/Jobs","CONTAINS",1,"",0
"Folder:app/Jobs","File:app/Jobs/RunAllScrapersJob.php","CONTAINS",1,"",0
"Folder:app","Folder:app/Http","CONTAINS",1,"",0
"Folder:app/Http","File:app/Http/Kernel.php","CONTAINS",1,"",0
"Folder:app","Folder:app/Exceptions","CONTAINS",1,"",0
"Folder:app/Exceptions","File:app/Exceptions/Handler.php","CONTAINS",1,"",0
"Folder:app","Folder:app/Events","CONTAINS",1,"",0
"Folder:app/Events","File:app/Events/NovoEditalDetectado.php","CONTAINS",1,"",0
"Folder:app","Folder:app/Console","CONTAINS",1,"",0
"Folder:app/Console","File:app/Console/Kernel.php","CONTAINS",1,"",0
"Folder:tests/Feature","Folder:tests/Feature/Auth","CONTAINS",1,"",0
"Folder:tests/Feature/Auth","File:tests/Feature/Auth/RegistrationTest.php","CONTAINS",1,"",0
"Folder:tests/Feature/Auth","File:tests/Feature/Auth/PasswordUpdateTest.php","CONTAINS",1,"",0
"Folder:tests/Feature/Auth","File:tests/Feature/Auth/PasswordResetTest.php","CONTAINS",1,"",0
"Folder:tests/Feature/Auth","File:tests/Feature/Auth/PasswordConfirmationTest.php","CONTAINS",1,"",0
"Folder:tests/Feature/Auth","File:tests/Feature/Auth/EmailVerificationTest.php","CONTAINS",1,"",0
"Folder:tests/Feature/Auth","File:tests/Feature/Auth/AuthenticationTest.php","CONTAINS",1,"",0
"Folder:storage","Folder:storage/framework","CONTAINS",1,"",0
"Folder:storage/framework","Folder:storage/framework/views","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/fdaaa564a82bcb48425ef1a5dde37395da77f6b1.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/e028f6a176b57b60af8c4f4aa27a1bf7f528aa1a.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/d5d554806c9dce506a38e6b3262bacb6c91dba50.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/c2c45284dee1e2a9be11b89e22221991793ab41e.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/b8eea6536f37bbe20acd286f92c1a1d59297449e.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/b5e4d5b9076375d37700e9e78f9bb6a853a9e046.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/ade7848ba7eb56a29ccfd4d4295f27e34405a9af.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/ac1f7839c73bd33f559123dc05fc094cbab6465a.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/a60f773b137e3b3fc7a3781103d1fefe41584289.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/a1774fcfa8feeae2c5b6ae586fdc49bb2f2009d0.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/8ad931be7c41f8c664d8679e94672d527b292ff9.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/8140dc112a88ca016168ad587443683b0485106c.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/6aa449952238d747dff9b6d6f504fa4b6656a944.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/6093a49aa12771beee04e1a0c011f169e69048da.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/4985af233bcc6b81e2bd16cd6e4e3f2c1ddb0edc.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/44c306c4b206b4f89aad655fa6ebda6dbc8cde03.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/425e70847043e34979f0ef09f8140fe089dae8f8.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/1ae57f1139f6f700c0bee9584d39fab637f9e434.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/16e1f2c1be5dd4488a82722230ba2fac03d43586.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/103d7175dca20fe87432f18a8420b856e7953dc5.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/0cdb658ec353531a7046ecbc7fdedca5b51fe892.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/0b30fa0eeb636477f87656bdfb9fcc19819cc196.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/07e8dfffcc5802913de17bf5fba93ebdb421118f.php","CONTAINS",1,"",0
"Folder:storage/framework/views","File:storage/framework/views/0433371d2c2bf88e6894604440c74f0a3f5d9f33.php","CONTAINS",1,"",0
"Folder:storage/framework","Folder:storage/framework/sessions","CONTAINS",1,"",0
"Folder:storage/framework/sessions","File:storage/framework/sessions/BwWS6HploShllDghWzJXb4aQlMiNF63EFDvvJ569","CONTAINS",1,"",0
"Folder:resources/views","Folder:resources/views/profile","CONTAINS",1,"",0
"Folder:resources/views/profile","File:resources/views/profile/edit.blade.php","CONTAINS",1,"",0
"Folder:resources/views","Folder:resources/views/openai","CONTAINS",1,"",0
"Folder:resources/views/openai","File:resources/views/openai/index.blade.php","CONTAINS",1,"",0
"Folder:resources/views","Folder:resources/views/layouts","CONTAINS",1,"",0
"Folder:resources/views/layouts","File:resources/views/layouts/navigation.blade.php","CONTAINS",1,"",0
"Folder:resources/views/layouts","File:resources/views/layouts/guest.blade.php","CONTAINS",1,"",0
"Folder:resources/views/layouts","File:resources/views/layouts/app.blade.php","CONTAINS",1,"",0
"Folder:resources/views","Folder:resources/views/empresa","CONTAINS",1,"",0
"Folder:resources/views/empresa","File:resources/views/empresa/edit.blade.php","CONTAINS",1,"",0
"Folder:resources/views","Folder:resources/views/editais","CONTAINS",1,"",0
"Folder:resources/views/editais","File:resources/views/editais/show.blade.php","CONTAINS",1,"",0
"Folder:resources/views/editais","File:resources/views/editais/index.blade.php","CONTAINS",1,"",0
"Folder:resources/views","Folder:resources/views/components","CONTAINS",1,"",0
"Folder:resources/views/components","File:resources/views/components/text-input.blade.php","CONTAINS",1,"",0
"Folder:resources/views/components","File:resources/views/components/secondary-button.blade.php","CONTAINS",1,"",0
"Folder:resources/views/components","File:resources/views/components/responsive-nav-link.blade.php","CONTAINS",1,"",0
"Folder:resources/views/components","File:resources/views/components/primary-button.blade.php","CONTAINS",1,"",0
"Folder:resources/views/components","File:resources/views/components/nav-link.blade.php","CONTAINS",1,"",0
"Folder:resources/views/components","File:resources/views/components/modal.blade.php","CONTAINS",1,"",0
"Folder:resources/views/components","File:resources/views/components/input-label.blade.php","CONTAINS",1,"",0
"Folder:resources/views/components","File:resources/views/components/input-error.blade.php","CONTAINS",1,"",0
"Folder:resources/views/components","File:resources/views/components/dropdown.blade.php","CONTAINS",1,"",0
"Folder:resources/views/components","File:resources/views/components/dropdown-link.blade.php","CONTAINS",1,"",0
"Folder:resources/views/components","File:resources/views/components/danger-button.blade.php","CONTAINS",1,"",0
"Folder:resources/views/components","File:resources/views/components/auth-session-status.blade.php","CONTAINS",1,"",0
"Folder:resources/views/components","File:resources/views/components/application-logo.blade.php","CONTAINS",1,"",0
"Folder:resources/views","Folder:resources/views/auth","CONTAINS",1,"",0
"Folder:resources/views/auth","File:resources/views/auth/verify-email.blade.php","CONTAINS",1,"",0
"Folder:resources/views/auth","File:resources/views/auth/reset-password.blade.php","CONTAINS",1,"",0
"Folder:resources/views/auth","File:resources/views/auth/register.blade.php","CONTAINS",1,"",0
"Folder:resources/views/auth","File:resources/views/auth/login.blade.php","CONTAINS",1,"",0
"Folder:resources/views/auth","File:resources/views/auth/forgot-password.blade.php","CONTAINS",1,"",0
"Folder:resources/views/auth","File:resources/views/auth/confirm-password.blade.php","CONTAINS",1,"",0
"Folder:app","Folder:app/View","CONTAINS",1,"",0
"Folder:app/View","Folder:app/View/Components","CONTAINS",1,"",0
"Folder:app/View/Components","File:app/View/Components/GuestLayout.php","CONTAINS",1,"",0
"Folder:app/View/Components","File:app/View/Components/AppLayout.php","CONTAINS",1,"",0
"Folder:app/Scrapers","Folder:app/Scrapers/Contracts","CONTAINS",1,"",0
"Folder:app/Scrapers/Contracts","File:app/Scrapers/Contracts/ScraperInterface.php","CONTAINS",1,"",0
"Folder:app/Http","Folder:app/Http/Requests","CONTAINS",1,"",0
"Folder:app/Http/Requests","File:app/Http/Requests/UpdateEditalRequest.php","CONTAINS",1,"",0
"Folder:app/Http/Requests","File:app/Http/Requests/StoreEditalRequest.php","CONTAINS",1,"",0
"Folder:app/Http/Requests","File:app/Http/Requests/ProfileUpdateRequest.php","CONTAINS",1,"",0
"Folder:app/Http","Folder:app/Http/Controllers","CONTAINS",1,"",0
"Folder:app/Http/Controllers","File:app/Http/Controllers/ProfileController.php","CONTAINS",1,"",0
"Folder:app/Http/Controllers","File:app/Http/Controllers/OpenAIController.php","CONTAINS",1,"",0
"Folder:app/Http/Controllers","File:app/Http/Controllers/EmpresaController.php","CONTAINS",1,"",0
"Folder:app/Http/Controllers","File:app/Http/Controllers/EditalController.php","CONTAINS",1,"",0
"Folder:app/Http/Controllers","File:app/Http/Controllers/DashboardController.php","CONTAINS",1,"",0
"Folder:app/Http/Controllers","File:app/Http/Controllers/Controller.php","CONTAINS",1,"",0
"Folder:app/Http","Folder:app/Http/Middleware","CONTAINS",1,"",0
"Folder:app/Http/Middleware","File:app/Http/Middleware/VerifyCsrfToken.php","CONTAINS",1,"",0
"Folder:app/Http/Middleware","File:app/Http/Middleware/ValidateSignature.php","CONTAINS",1,"",0
"Folder:app/Http/Middleware","File:app/Http/Middleware/TrustProxies.php","CONTAINS",1,"",0
"Folder:app/Http/Middleware","File:app/Http/Middleware/TrustHosts.php","CONTAINS",1,"",0
"Folder:app/Http/Middleware","File:app/Http/Middleware/TrimStrings.php","CONTAINS",1,"",0
"Folder:app/Http/Middleware","File:app/Http/Middleware/RedirectIfAuthenticated.php","CONTAINS",1,"",0
"Folder:app/Http/Middleware","File:app/Http/Middleware/PreventRequestsDuringMaintenance.php","CONTAINS",1,"",0
"Folder:app/Http/Middleware","File:app/Http/Middleware/EncryptCookies.php","CONTAINS",1,"",0
"Folder:app/Http/Middleware","File:app/Http/Middleware/Authenticate.php","CONTAINS",1,"",0
"Folder:app/Console","Folder:app/Console/Commands","CONTAINS",1,"",0
"Folder:app/Console/Commands","File:app/Console/Commands/ScrapeEditaisCommand.php","CONTAINS",1,"",0
"Folder:resources/views/profile","Folder:resources/views/profile/partials","CONTAINS",1,"",0
"Folder:resources/views/profile/partials","File:resources/views/profile/partials/update-profile-information-form.blade.php","CONTAINS",1,"",0
"Folder:resources/views/profile/partials","File:resources/views/profile/partials/update-password-form.blade.php","CONTAINS",1,"",0
"Folder:resources/views/profile/partials","File:resources/views/profile/partials/delete-user-form.blade.php","CONTAINS",1,"",0
"Folder:app/Http/Requests","Folder:app/Http/Requests/Auth","CONTAINS",1,"",0
"Folder:app/Http/Requests/Auth","File:app/Http/Requests/Auth/LoginRequest.php","CONTAINS",1,"",0
"Folder:app/Http/Controllers","Folder:app/Http/Controllers/Auth","CONTAINS",1,"",0
"Folder:app/Http/Controllers/Auth","File:app/Http/Controllers/Auth/VerifyEmailController.php","CONTAINS",1,"",0
"Folder:app/Http/Controllers/Auth","File:app/Http/Controllers/Auth/RegisteredUserController.php","CONTAINS",1,"",0
"Folder:app/Http/Controllers/Auth","File:app/Http/Controllers/Auth/PasswordResetLinkController.php","CONTAINS",1,"",0
"Folder:app/Http/Controllers/Auth","File:app/Http/Controllers/Auth/PasswordController.php","CONTAINS",1,"",0
"Folder:app/Http/Controllers/Auth","File:app/Http/Controllers/Auth/NewPasswordController.php","CONTAINS",1,"",0
"Folder:app/Http/Controllers/Auth","File:app/Http/Controllers/Auth/EmailVerificationPromptController.php","CONTAINS",1,"",0
"Folder:app/Http/Controllers/Auth","File:app/Http/Controllers/Auth/EmailVerificationNotificationController.php","CONTAINS",1,"",0
"Folder:app/Http/Controllers/Auth","File:app/Http/Controllers/Auth/ConfirmablePasswordController.php","CONTAINS",1,"",0
"Folder:app/Http/Controllers/Auth","File:app/Http/Controllers/Auth/AuthenticatedSessionController.php","CONTAINS",1,"",0
"File:tests/TestCase.php","Namespace:tests/TestCase.php:Tests","DEFINES",1,"",0
"File:tests/TestCase.php","Class:tests/TestCase.php:TestCase","DEFINES",1,"",0
"File:tests/CreatesApplication.php","Namespace:tests/CreatesApplication.php:Tests","DEFINES",1,"",0
"File:tests/CreatesApplication.php","Trait:tests/CreatesApplication.php:CreatesApplication","DEFINES",1,"",0
"File:tests/CreatesApplication.php","Method:tests/CreatesApplication.php:createApplication","DEFINES",1,"",0
"Trait:tests/CreatesApplication.php:CreatesApplication","Method:tests/CreatesApplication.php:createApplication","HAS_METHOD",1,"",0
"File:tests/Unit/ExampleTest.php","Namespace:tests/Unit/ExampleTest.php:Tests\Unit","DEFINES",1,"",0
"File:tests/Unit/ExampleTest.php","Class:tests/Unit/ExampleTest.php:ExampleTest","DEFINES",1,"",0
"File:tests/Unit/ExampleTest.php","Method:tests/Unit/ExampleTest.php:test_that_true_is_true","DEFINES",1,"",0
"Class:tests/Unit/ExampleTest.php:ExampleTest","Method:tests/Unit/ExampleTest.php:test_that_true_is_true","HAS_METHOD",1,"",0
"File:tests/Feature/ProfileTest.php","Namespace:tests/Feature/ProfileTest.php:Tests\Feature","DEFINES",1,"",0
"File:tests/Feature/ProfileTest.php","Class:tests/Feature/ProfileTest.php:ProfileTest","DEFINES",1,"",0
"File:tests/Feature/ProfileTest.php","Method:tests/Feature/ProfileTest.php:test_profile_page_is_displayed","DEFINES",1,"",0
"Class:tests/Feature/ProfileTest.php:ProfileTest","Method:tests/Feature/ProfileTest.php:test_profile_page_is_displayed","HAS_METHOD",1,"",0
"File:tests/Feature/ProfileTest.php","Method:tests/Feature/ProfileTest.php:test_profile_information_can_be_updated","DEFINES",1,"",0
"Class:tests/Feature/ProfileTest.php:ProfileTest","Method:tests/Feature/ProfileTest.php:test_profile_information_can_be_updated","HAS_METHOD",1,"",0
"File:tests/Feature/ProfileTest.php","Method:tests/Feature/ProfileTest.php:test_email_verification_status_is_unchanged_when_the_email_address_is_unchanged","DEFINES",1,"",0
"Class:tests/Feature/ProfileTest.php:ProfileTest","Method:tests/Feature/ProfileTest.php:test_email_verification_status_is_unchanged_when_the_email_address_is_unchanged","HAS_METHOD",1,"",0
"File:tests/Feature/ProfileTest.php","Method:tests/Feature/ProfileTest.php:test_user_can_delete_their_account","DEFINES",1,"",0
"Class:tests/Feature/ProfileTest.php:ProfileTest","Method:tests/Feature/ProfileTest.php:test_user_can_delete_their_account","HAS_METHOD",1,"",0
"File:tests/Feature/ProfileTest.php","Method:tests/Feature/ProfileTest.php:test_correct_password_must_be_provided_to_delete_account","DEFINES",1,"",0
"Class:tests/Feature/ProfileTest.php:ProfileTest","Method:tests/Feature/ProfileTest.php:test_correct_password_must_be_provided_to_delete_account","HAS_METHOD",1,"",0
"File:tests/Feature/ExampleTest.php","Namespace:tests/Feature/ExampleTest.php:Tests\Feature","DEFINES",1,"",0
"File:tests/Feature/ExampleTest.php","Class:tests/Feature/ExampleTest.php:ExampleTest","DEFINES",1,"",0
"File:tests/Feature/ExampleTest.php","Method:tests/Feature/ExampleTest.php:test_the_application_returns_a_successful_response","DEFINES",1,"",0
"Class:tests/Feature/ExampleTest.php:ExampleTest","Method:tests/Feature/ExampleTest.php:test_the_application_returns_a_successful_response","HAS_METHOD",1,"",0
"File:database/seeders/EditalSeeder.php","Namespace:database/seeders/EditalSeeder.php:Database\Seeders","DEFINES",1,"",0
"File:database/seeders/EditalSeeder.php","Class:database/seeders/EditalSeeder.php:EditalSeeder","DEFINES",1,"",0
"File:database/seeders/EditalSeeder.php","Method:database/seeders/EditalSeeder.php:run","DEFINES",1,"",0
"Class:database/seeders/EditalSeeder.php:EditalSeeder","Method:database/seeders/EditalSeeder.php:run","HAS_METHOD",1,"",0
"File:database/seeders/DatabaseSeeder.php","Namespace:database/seeders/DatabaseSeeder.php:Database\Seeders","DEFINES",1,"",0
"File:database/seeders/DatabaseSeeder.php","Class:database/seeders/DatabaseSeeder.php:DatabaseSeeder","DEFINES",1,"",0
"File:database/seeders/DatabaseSeeder.php","Method:database/seeders/DatabaseSeeder.php:run","DEFINES",1,"",0
"Class:database/seeders/DatabaseSeeder.php:DatabaseSeeder","Method:database/seeders/DatabaseSeeder.php:run","HAS_METHOD",1,"",0
"File:database/migrations/2026_03_17_193045_add_payload_and_scan_time_to_editais_table.php","Method:database/migrations/2026_03_17_193045_add_payload_and_scan_time_to_editais_table.php:up","DEFINES",1,"",0
"File:database/migrations/2026_03_17_193045_add_payload_and_scan_time_to_editais_table.php","Method:database/migrations/2026_03_17_193045_add_payload_and_scan_time_to_editais_table.php:down","DEFINES",1,"",0
"File:database/migrations/2026_03_17_012400_add_objetivos_requisitos_to_editais.php","Method:database/migrations/2026_03_17_012400_add_objetivos_requisitos_to_editais.php:up","DEFINES",1,"",0
"File:database/migrations/2026_03_17_012400_add_objetivos_requisitos_to_editais.php","Method:database/migrations/2026_03_17_012400_add_objetivos_requisitos_to_editais.php:down","DEFINES",1,"",0
"File:database/migrations/2026_03_16_174000_update_documentos_gerados_nullable_secao.php","Method:database/migrations/2026_03_16_174000_update_documentos_gerados_nullable_secao.php:up","DEFINES",1,"",0
"File:database/migrations/2026_03_16_174000_update_documentos_gerados_nullable_secao.php","Method:database/migrations/2026_03_16_174000_update_documentos_gerados_nullable_secao.php:down","DEFINES",1,"",0
"File:database/migrations/2026_03_16_170000_add_extra_fields_to_empresas_table.php","Method:database/migrations/2026_03_16_170000_add_extra_fields_to_empresas_table.php:up","DEFINES",1,"",0
"File:database/migrations/2026_03_16_170000_add_extra_fields_to_empresas_table.php","Method:database/migrations/2026_03_16_170000_add_extra_fields_to_empresas_table.php:down","DEFINES",1,"",0
"File:database/migrations/2026_03_16_141116_increase_editais_fields_size.php","Method:database/migrations/2026_03_16_141116_increase_editais_fields_size.php:up","DEFINES",1,"",0
"File:database/migrations/2026_03_16_141116_increase_editais_fields_size.php","Method:database/migrations/2026_03_16_141116_increase_editais_fields_size.php:down","DEFINES",1,"",0
"File:database/migrations/2026_03_16_123850_create_projeto_respostas_table.php","Method:database/migrations/2026_03_16_123850_create_projeto_respostas_table.php:up","DEFINES",1,"",0
"File:database/migrations/2026_03_16_123850_create_projeto_respostas_table.php","Method:database/migrations/2026_03_16_123850_create_projeto_respostas_table.php:down","DEFINES",1,"",0
"File:database/migrations/2026_03_16_123619_create_documentos_gerados_table.php","Method:database/migrations/2026_03_16_123619_create_documentos_gerados_table.php:up","DEFINES",1,"",0
"File:database/migrations/2026_03_16_123619_create_documentos_gerados_table.php","Method:database/migrations/2026_03_16_123619_create_documentos_gerados_table.php:down","DEFINES",1,"",0
"File:database/migrations/2026_03_16_123604_create_projetos_table.php","Method:database/migrations/2026_03_16_123604_create_projetos_table.php:up","DEFINES",1,"",0
"File:database/migrations/2026_03_16_123604_create_projetos_table.php","Method:database/migrations/2026_03_16_123604_create_projetos_table.php:down","DEFINES",1,"",0
"File:database/migrations/2026_03_16_123548_create_empresas_table.php","Method:database/migrations/2026_03_16_123548_create_empresas_table.php:up","DEFINES",1,"",0
"File:database/migrations/2026_03_16_123548_create_empresas_table.php","Method:database/migrations/2026_03_16_123548_create_empresas_table.php:down","DEFINES",1,"",0
"File:database/migrations/2026_03_16_123532_create_edital_perguntas_table.php","Method:database/migrations/2026_03_16_123532_create_edital_perguntas_table.php:up","DEFINES",1,"",0
"File:database/migrations/2026_03_16_123532_create_edital_perguntas_table.php","Method:database/migrations/2026_03_16_123532_create_edital_perguntas_table.php:down","DEFINES",1,"",0
"File:database/migrations/2026_03_16_123518_create_edital_secoes_table.php","Method:database/migrations/2026_03_16_123518_create_edital_secoes_table.php:up","DEFINES",1,"",0
"File:database/migrations/2026_03_16_123518_create_edital_secoes_table.php","Method:database/migrations/2026_03_16_123518_create_edital_secoes_table.php:down","DEFINES",1,"",0
"File:database/migrations/2026_03_16_123458_create_editais_table.php","Method:database/migrations/2026_03_16_123458_create_editais_table.php:up","DEFINES",1,"",0
"File:database/migrations/2026_03_16_123458_create_editais_table.php","Method:database/migrations/2026_03_16_123458_create_editais_table.php:down","DEFINES",1,"",0
"File:database/migrations/2019_12_14_000001_create_personal_access_tokens_table.php","Method:database/migrations/2019_12_14_000001_create_personal_access_tokens_table.php:up","DEFINES",1,"",0
"File:database/migrations/2019_12_14_000001_create_personal_access_tokens_table.php","Method:database/migrations/2019_12_14_000001_create_personal_access_tokens_table.php:down","DEFINES",1,"",0
"File:database/migrations/2019_08_19_000000_create_failed_jobs_table.php","Method:database/migrations/2019_08_19_000000_create_failed_jobs_table.php:up","DEFINES",1,"",0
"File:database/migrations/2019_08_19_000000_create_failed_jobs_table.php","Method:database/migrations/2019_08_19_000000_create_failed_jobs_table.php:down","DEFINES",1,"",0
